date,id,colony_morphology,sample_site,Q
2015-04-09T00:00:00Z,EM-1,"Yellow, convex, circular",302-2,2015.2
2015-04-09T00:00:00Z,EM-1,"Yellow, convex, circular",302-3,2015.2
2015-04-09T00:00:00Z,EM-1,"Yellow, convex, circular",302-4,2015.2
2015-04-09T00:00:00Z,EM-1,"Yellow, convex, circular",302-6,2015.2
2015-04-09T00:00:00Z,EM-1,"Yellow, convex, circular",302-7,2015.2
2015-04-09T00:00:00Z,EM-1,"Yellow, convex, circular",302-F2,2015.2
2015-04-09T00:00:00Z,EM-1,"Yellow, convex, circular",304-1,2015.2
2015-04-09T00:00:00Z,EM-1,"Yellow, convex, circular",304-2,2015.2
2015-04-10T00:00:00Z,EM-1,"Yellow, convex, circular",305-1,2015.2
2015-04-10T00:00:00Z,EM-1,"Yellow, convex, circular",307-1,2015.2
2015-04-09T00:00:00Z,EM-1,"Yellow, convex, circular",311-2,2015.2
2015-04-09T00:00:00Z,EM-1,"Yellow, convex, circular",311-6,2015.2
2015-04-09T00:00:00Z,EM-1,"Yellow, convex, circular",315-1,2015.2
2015-04-09T00:00:00Z,EM-1,"Yellow, convex, circular",315-4,2015.2
2015-04-09T00:00:00Z,EM-10,"White, flat, irregular",311-7,2015.2
2015-04-23T00:00:00Z,EM-108,"Cream, convex, circular",306-D1,2015.2
2015-04-09T00:00:00Z,EM-11,"Cream, flat, expanding",302-F1,2015.2
2015-11-23T00:00:00Z,EM-1106,"Yellow, convex, circular",301-1,2015.4
2015-11-23T00:00:00Z,EM-1106,"Yellow, convex, circular",301-3,2015.4
2015-11-23T00:00:00Z,EM-1106,"Yellow, convex, circular",301-T2,2015.4
2015-11-23T00:00:00Z,EM-1106,"Yellow, convex, circular",304-0013,2015.4
2015-11-23T00:00:00Z,EM-1106,"Yellow, convex, circular",304-2,2015.4
2015-11-23T00:00:00Z,EM-1107,"White, flat, circular",301-1,2015.4
2015-11-23T00:00:00Z,EM-1107,"White, flat, circular",301-2,2015.4
2015-11-23T00:00:00Z,EM-1107,"White, flat, circular",304-2,2015.4
2015-11-23T00:00:00Z,EM-1107,"White, flat, circular",304-4,2015.4
2015-11-23T00:00:00Z,EM-1108,"White, flat, circular, with halo",301-1,2015.4
2015-11-23T00:00:00Z,EM-1108,"White, flat, circular, with halo",301-2,2015.4
2015-11-23T00:00:00Z,EM-1108,"White, flat, circular, with halo",301-3,2015.4
2015-11-23T00:00:00Z,EM-1109,"Cream, convex, circular",301-1,2015.4
2015-11-23T00:00:00Z,EM-1109,"Cream, convex, circular",304-1,2015.4
2015-04-30T00:00:00Z,EM-111,"white, flat, circular",302-1,2015.2
2015-04-30T00:00:00Z,EM-111,"white, flat, circular",302-7,2015.2
2015-04-30T00:00:00Z,EM-111,"white, flat, circular",302-F1,2015.2
2015-04-30T00:00:00Z,EM-111,"white, flat, circular",304-2,2015.2
2015-04-30T00:00:00Z,EM-111,"white, flat, circular",311-1,2015.2
2015-04-30T00:00:00Z,EM-111,"white, flat, circular",311-6,2015.2
2015-04-30T00:00:00Z,EM-111,"white, flat, circular",311-1,2015.2
2015-04-30T00:00:00Z,EM-111,"white, flat, circular",312-T5,2015.2
2015-04-30T00:00:00Z,EM-111,"white, flat, circular",315-2,2015.2
2015-11-23T00:00:00Z,EM-1110,"White, raised, irregular",301-1,2015.4
2015-11-23T00:00:00Z,EM-1111,"Yellow, umbonate, circular",301-2,2015.4
2015-11-23T00:00:00Z,EM-1112,"Translucent, flat, circular",301-2,2015.4
2015-11-23T00:00:00Z,EM-1112,"Translucent, flat, circular",301-3,2015.4
2015-11-23T00:00:00Z,EM-1113,"Yellow, convex, irregular",301-3,2015.4
2015-11-23T00:00:00Z,EM-1114,"Cream, flat, irregular",301-T1,2015.4
2015-11-23T00:00:00Z,EM-1114,"Cream, flat, irregular",304-1,2015.4
2015-11-23T00:00:00Z,EM-1115,"Translucent red, flat, circular",304-2,2015.4
2015-11-23T00:00:00Z,EM-1116,"White, convex, circular",304-2,2015.4
2015-11-23T00:00:00Z,EM-1117,"Cream, flat, circular",304-2,2015.4
2015-11-23T00:00:00Z,EM-1118,"White, flat, circular, bumpy center",304-3,2015.4
2015-11-23T00:00:00Z,EM-1119,"Orange, flat, circular, glossy",304-4,2015.4
2015-04-30T00:00:00Z,EM-112,"Cream, convex, circular, glossy",302-1,2015.2
2015-04-30T00:00:00Z,EM-112,"Cream, convex, circular, glossy",302-3,2015.2
2015-11-23T00:00:00Z,EM-1120,"Cream, irregular, wrinkled",301-F1,2015.4
2015-11-23T00:00:00Z,EM-1121,"Translucent brown, flat, irregular",301-F1,2015.4
2015-11-23T00:00:00Z,EM-1121,"Translucent brown, flat, irregular",304-F1,2015.4
2015-11-23T00:00:00Z,EM-1122,"Translucent white, flat, irregular",301-W1,2015.4
2015-11-23T00:00:00Z,EM-1123,"Yellow, convex, irregular, with halo",304-F2,2015.4
2015-11-23T00:00:00Z,EM-1124,"White, flat, irregular, with halo",304-F1,2015.4
2015-11-23T00:00:00Z,EM-1125 (M),"Grey mold, white border, white fuzz",304-1,2015.4
2015-11-23T00:00:00Z,EM-1126 (M),"Tan mold, opaque border",304-2,2015.4
2015-11-23T00:00:00Z,EM-1127 (M),"Grey mold, black border, white fuzz",304-2,2015.4
2015-11-25T00:00:00Z,EM-1128,"Yellow, convex, circular",301-1,2015.4
2015-11-25T00:00:00Z,EM-1128,"Yellow, convex, circular",301-2,2015.4
2015-11-25T00:00:00Z,EM-1128,"Yellow, convex, circular",301-3,2015.4
2015-11-25T00:00:00Z,EM-1128,"Yellow, convex, circular",304-1,2015.4
2015-11-25T00:00:00Z,EM-1128,"Yellow, convex, circular",304-3,2015.4
2015-11-25T00:00:00Z,EM-1128,"Yellow, convex, circular",304-5,2015.4
2015-11-25T00:00:00Z,EM-1129,"Cream, convex, circular",301-1,2015.4
2015-11-25T00:00:00Z,EM-1129,"Cream, convex, circular",304-1,2015.4
2015-11-25T00:00:00Z,EM-1129,"Cream, convex, circular",304-2,2015.4
2015-11-25T00:00:00Z,EM-1129,"Cream, convex, circular",304-3,2015.4
2015-11-25T00:00:00Z,EM-1129,"Cream, convex, circular",304-4,2015.4
2015-04-30T00:00:00Z,EM-113,"pink, convex, circular",302-1,2015.2
2015-11-25T00:00:00Z,EM-1130,"White, flat, circular, with halo",301-2,2015.4
2015-11-25T00:00:00Z,EM-1130,"White, flat, circular, with halo",301-3,2015.4
2015-11-25T00:00:00Z,EM-1130,"White, flat, circular, with halo",304-2,2015.4
2015-11-25T00:00:00Z,EM-1130,"White, flat, circular, with halo",304-F1,2015.4
2015-11-25T00:00:00Z,EM-1131,"Cream, convex, circular, with halo",301-2,2015.4
2015-11-25T00:00:00Z,EM-1131,"Cream, convex, circular, with halo",304-2,2015.4
2015-11-25T00:00:00Z,EM-1132,"White, convex, circular, glossy",301-2,2015.4
2015-11-25T00:00:00Z,EM-1132,"White, convex, circular, glossy",304-5,2015.4
2015-11-25T00:00:00Z,EM-1133,"White, convex, circular",301-3,2015.4
2015-11-25T00:00:00Z,EM-1133,"White, convex, circular",304-2,2015.4
2015-11-25T00:00:00Z,EM-1134,"Cream, convex, irregular",301-3,2015.4
2015-11-25T00:00:00Z,EM-1134,"Cream, convex, irregular",304-5,2015.4
2015-11-25T00:00:00Z,EM-1135,"Yellow, convex, circular, with halo",301-3,2015.4
2015-11-25T00:00:00Z,EM-1135,"Yellow, convex, circular, with halo",304-4,2015.4
2015-11-25T00:00:00Z,EM-1136,"Transparent, irregular, flat",301-3,2015.4
2015-11-25T00:00:00Z,EM-1137,"Yellow, convex, irregular",304-1,2015.4
2015-11-25T00:00:00Z,EM-1138,"White, convex, irregular, bumpy center, glossy",304-1,2015.4
2015-11-25T00:00:00Z,EM-1139,"White, flat, circular",304-1,2015.4
2015-11-25T00:00:00Z,EM-1139,"White, flat, circular",304-2,2015.4
2015-04-30T00:00:00Z,EM-114,"Cream, raised, Irregular",302-1,2015.2
2015-11-25T00:00:00Z,EM-1140,"Yellow, raised, irregular, wrinkled",304-2,2015.4
2015-11-25T00:00:00Z,EM-1141,"Opaque, flat, irregular",304-2,2015.4
2015-11-25T00:00:00Z,EM-1141,"Opaque, flat, irregular",304-5,2015.4
2015-11-25T00:00:00Z,EM-1142,"Cream, irregular, wrinkled",304-2,2015.4
2015-11-25T00:00:00Z,EM-1143,"Red, raised, irregular",304-2,2015.4
2015-11-25T00:00:00Z,EM-1144,"Orange, convex, circular",304-F1,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",301-1,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",301-3,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",301-F1,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",302-2,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",302-3,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",302-D2,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",302-PT1,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",311-2,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",311-3,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",311-7,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",311-L1,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",312-3,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",312-5,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",312-F2,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",313-0035,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",313-1,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",313-5,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",313-D1,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",313-F1,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",313-T7,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",314-3,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",314-5,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",315-2,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",315-3,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",315-4,2015.4
2015-11-24T00:00:00Z,EM-1146,"White, flat, circular",315-7,2015.4
2015-11-24T00:00:00Z,EM-1147 (M),"White mold, white fuzz",301-1,2015.4
2015-11-24T00:00:00Z,EM-1147 (M),"White mold, white fuzz",302-3,2015.4
2015-11-24T00:00:00Z,EM-1147 (M),"White mold, white fuzz",312-3,2015.4
2015-11-24T00:00:00Z,EM-1148,"Cream, convex, circular",301-2,2015.4
2015-11-24T00:00:00Z,EM-1148,"Cream, convex, circular",302-3,2015.4
2015-11-24T00:00:00Z,EM-1148,"Cream, convex, circular",312-3,2015.4
2015-11-24T00:00:00Z,EM-1148,"Cream, convex, circular",312-4,2015.4
2015-11-24T00:00:00Z,EM-1148,"Cream, convex, circular",313-D1,2015.4
2015-11-24T00:00:00Z,EM-1148,"Cream, convex, circular",314-3,2015.4
2015-11-24T00:00:00Z,EM-1148,"Cream, convex, circular",315-F2,2015.4
2015-11-24T00:00:00Z,EM-1149,"Yellow, convex, circular",301-2,2015.4
2015-11-24T00:00:00Z,EM-1149,"Yellow, convex, circular",301-T2,2015.4
2015-11-24T00:00:00Z,EM-1149,"Yellow, convex, circular",302-2,2015.4
2015-11-24T00:00:00Z,EM-1149,"Yellow, convex, circular",302-6,2015.4
2015-11-24T00:00:00Z,EM-1149,"Yellow, convex, circular",302-D8,2015.4
2015-11-24T00:00:00Z,EM-1149,"Yellow, convex, circular",311-2,2015.4
2015-11-24T00:00:00Z,EM-1149,"Yellow, convex, circular",311-3,2015.4
2015-11-24T00:00:00Z,EM-1149,"Yellow, convex, circular",311-T4,2015.4
2015-11-24T00:00:00Z,EM-1149,"Yellow, convex, circular",312-2,2015.4
2015-11-24T00:00:00Z,EM-1149,"Yellow, convex, circular",312-3,2015.4
2015-11-24T00:00:00Z,EM-1149,"Yellow, convex, circular",312-4,2015.4
2015-11-24T00:00:00Z,EM-1149,"Yellow, convex, circular",312-5,2015.4
2015-11-24T00:00:00Z,EM-1149,"Yellow, convex, circular",312-6,2015.4
2015-11-24T00:00:00Z,EM-1149,"Yellow, convex, circular",312-7,2015.4
2015-11-24T00:00:00Z,EM-1149,"Yellow, convex, circular",314-5,2015.4
2015-11-24T00:00:00Z,EM-1149,"Yellow, convex, circular",314-F1,2015.4
2015-11-24T00:00:00Z,EM-1149,"Yellow, convex, circular",315-2,2015.4
2015-11-24T00:00:00Z,EM-1149,"Yellow, convex, circular",315-7,2015.4
2015-04-30T00:00:00Z,EM-115,"Cream, flat, expanding",302-3,2015.2
2015-11-24T00:00:00Z,EM-1150,"Yellow, bumpy, irregular",301-2,2015.4
2015-11-24T00:00:00Z,EM-1151,"Peach, convex, irregular, bumpy",302-2,2015.4
2015-11-24T00:00:00Z,EM-1152,"Orange, convex, circular",302-4,2015.4
2015-11-24T00:00:00Z,EM-1152,"Orange, convex, circular",304-F2,2015.4
2015-11-24T00:00:00Z,EM-1153,"Cream, raised, irregular, wrinkled",302-4,2015.4
2015-11-24T00:00:00Z,EM-1153,"Cream, raised, irregular, wrinkled",312-F1,2015.4
2015-11-24T00:00:00Z,EM-1154 (M),"White, circular mold",302-4,2015.4
2015-11-24T00:00:00Z,EM-1155,"White, convex, circular",302-5,2015.4
2015-11-24T00:00:00Z,EM-1155,"White, convex, circular",304-1,2015.4
2015-11-24T00:00:00Z,EM-1155,"White, convex, circular",311-5,2015.4
2015-11-24T00:00:00Z,EM-1155,"White, convex, circular",311-T3,2015.4
2015-11-24T00:00:00Z,EM-1155,"White, convex, circular",313-2,2015.4
2015-11-24T00:00:00Z,EM-1155,"White, convex, circular",313-T8,2015.4
2015-11-24T00:00:00Z,EM-1155,"White, convex, circular",314-D1,2015.4
2015-11-24T00:00:00Z,EM-1155,"White, convex, circular",315-0408,2015.4
2015-11-24T00:00:00Z,EM-1155,"White, convex, circular",315-4,2015.4
2015-11-24T00:00:00Z,EM-1156,"Yellow, convex, irregular",302-5,2015.4
2015-11-24T00:00:00Z,EM-1156,"Yellow, convex, irregular",312-1,2015.4
2015-11-24T00:00:00Z,EM-1156,"Yellow, convex, irregular",314-5,2015.4
2015-11-24T00:00:00Z,EM-1156,"Yellow, convex, irregular",314-F1,2015.4
2015-11-24T00:00:00Z,EM-1157,"White, raised, irregular, bumpy",302-5,2015.4
2015-11-24T00:00:00Z,EM-1158,"White, flat, irregular, with halo",302-6,2015.4
2015-11-24T00:00:00Z,EM-1158,"White, flat, irregular, with halo",311-T4,2015.4
2015-11-24T00:00:00Z,EM-1158,"White, flat, irregular, with halo",312-2,2015.4
2015-11-24T00:00:00Z,EM-1158,"White, flat, irregular, with halo",313-D1,2015.4
2015-11-24T00:00:00Z,EM-1158,"White, flat, irregular, with halo",313-L1,2015.4
2015-11-24T00:00:00Z,EM-1158,"White, flat, irregular, with halo",314-5,2015.4
2015-11-24T00:00:00Z,EM-1158,"White, flat, irregular, with halo",315-0462,2015.4
2015-11-24T00:00:00Z,EM-1158,"White, flat, irregular, with halo",315-2,2015.4
2015-11-24T00:00:00Z,EM-1158,"White, flat, irregular, with halo",315-3,2015.4
2015-11-24T00:00:00Z,EM-1159,"Translucent white, flat, irregular",302-F2,2015.4
2015-11-24T00:00:00Z,EM-1159,"Translucent white, flat, irregular",304-1,2015.4
2015-11-24T00:00:00Z,EM-1159,"Translucent white, flat, irregular",304-2,2015.4
2015-11-24T00:00:00Z,EM-1159,"Translucent white, flat, irregular",311-1,2015.4
2015-11-24T00:00:00Z,EM-1159,"Translucent white, flat, irregular",315-3,2015.4
2015-11-24T00:00:00Z,EM-1159,"Translucent white, flat, irregular",315-4,2015.4
2015-04-30T00:00:00Z,EM-116,"white, convex, irregular",302-3,2015.2
2015-11-24T00:00:00Z,EM-1160,"Tan, raised, irregular, bumpy",311-1,2015.4
2015-11-24T00:00:00Z,EM-1161,"Opaque, flat, irregular",301-F1,2015.4
2015-11-24T00:00:00Z,EM-1161,"Opaque, flat, irregular",311-4,2015.4
2015-11-24T00:00:00Z,EM-1162,"White, convex, irregular, with halo",311-5,2015.4
2015-11-24T00:00:00Z,EM-1162,"White, convex, irregular, with halo",312-1,2015.4
2015-11-24T00:00:00Z,EM-1163,"Cream, flat, expanding",311-6,2015.4
2015-11-24T00:00:00Z,EM-1163,"Cream, flat, expanding",311-F1,2015.4
2015-11-24T00:00:00Z,EM-1164,"White, convex, irregular",312-1,2015.4
2015-11-24T00:00:00Z,EM-1165,"Tan, flat, irregular",302-D8,2015.4
2015-11-24T00:00:00Z,EM-1165,"Tan, flat, irregular",302-PT1,2015.4
2015-11-24T00:00:00Z,EM-1165,"Tan, flat, irregular",312-2,2015.4
2015-11-24T00:00:00Z,EM-1165,"Tan, flat, irregular",315-2,2015.4
2015-11-24T00:00:00Z,EM-1166,"Translucent, flat, circular",311-1,2015.4
2015-11-24T00:00:00Z,EM-1166,"Translucent, flat, circular",312-4,2015.4
2015-11-24T00:00:00Z,EM-1167,"White, umbonate, circular",302-F2,2015.4
2015-11-24T00:00:00Z,EM-1167,"White, umbonate, circular",311-F2,2015.4
2015-11-24T00:00:00Z,EM-1167,"White, umbonate, circular",313-4,2015.4
2015-11-24T00:00:00Z,EM-1167,"White, umbonate, circular",313-T7,2015.4
2015-11-24T00:00:00Z,EM-1167,"White, umbonate, circular",315-1,2015.4
2015-11-24T00:00:00Z,EM-1168,"Translucent brown, expanding",315-3,2015.4
2015-11-24T00:00:00Z,EM-1169,"Cream, raised, irregular",301-F1,2015.4
2015-11-24T00:00:00Z,EM-1169,"Cream, raised, irregular",311-F2,2015.4
2015-04-30T00:00:00Z,EM-117,"dark yellow, raised, irregular",302-3,2015.2
2015-11-24T00:00:00Z,EM-1170,"Translucent peach, flat, irregular",301-F1,2015.4
2015-11-24T00:00:00Z,EM-1171,"Opaque, flat, expanding",302-PT1,2015.4
2015-11-24T00:00:00Z,EM-1172,"Cream, flat, irregular",302-D8,2015.4
2015-11-24T00:00:00Z,EM-1172,"Cream, flat, irregular",315-F2,2015.4
2015-11-24T00:00:00Z,EM-1173,"Peach, convex, circular",311-T4,2015.4
2015-11-24T00:00:00Z,EM-1174,"Cream, convex, circular, bumpy center",313-T7,2015.4
2015-11-24T00:00:00Z,EM-1175,"Tranlsucent brown, flat, irregular",312-F1,2015.4
2015-11-24T00:00:00Z,EM-1178 (M),"Grey mold, white border, wrinkled",311-3,2015.4
2015-11-24T00:00:00Z,EM-1179 (M),"Green mold, white border",311-6,2015.4
2015-04-30T00:00:00Z,EM-118,"transparent, flat, circular",302-7,2015.2
2015-04-30T00:00:00Z,EM-118,"transparent, flat, circular",311-1,2015.2
2015-04-30T00:00:00Z,EM-118,"transparent, flat, circular",311-6,2015.2
2015-11-24T00:00:00Z,EM-1180 (M),"Peach mold, white fuzz",301-T1,2015.4
2015-04-30T00:00:00Z,EM-119,"red, raised, irregular",304-2,2015.2
2015-04-09T00:00:00Z,EM-12 (M),Opaque mold,311-1,2015.2
2015-04-09T00:00:00Z,EM-12 (M),Opaque mold,312-2,2015.2
2015-04-30T00:00:00Z,EM-120 (M),"Grey mold, white border",302-3,2015.2
2015-04-30T00:00:00Z,EM-121 (M),"White mold, opaque border",302-7,2015.2
2015-11-30T00:00:00Z,EM-1215,"White, flat, circular",301-1,2015.4
2015-11-30T00:00:00Z,EM-1215,"White, flat, circular",301-2,2015.4
2015-11-30T00:00:00Z,EM-1215,"White, flat, circular",301-3,2015.4
2015-11-30T00:00:00Z,EM-1215,"White, flat, circular",304-1,2015.4
2015-11-30T00:00:00Z,EM-1215,"White, flat, circular",304-2,2015.4
2015-11-30T00:00:00Z,EM-1215,"White, flat, circular",304-3,2015.4
2015-11-30T00:00:00Z,EM-1215,"White, flat, circular",304-4,2015.4
2015-11-30T00:00:00Z,EM-1215,"White, flat, circular",304-5,2015.4
2015-11-30T00:00:00Z,EM-1216,"Yellow, convex, circular",301-1,2015.4
2015-11-30T00:00:00Z,EM-1216,"Yellow, convex, circular",301-2,2015.4
2015-11-30T00:00:00Z,EM-1216,"Yellow, convex, circular",301-3,2015.4
2015-11-30T00:00:00Z,EM-1216,"Yellow, convex, circular",304-1,2015.4
2015-11-30T00:00:00Z,EM-1216,"Yellow, convex, circular",304-2,2015.4
2015-11-30T00:00:00Z,EM-1216,"Yellow, convex, circular",304-4,2015.4
2015-11-30T00:00:00Z,EM-1217,"Cream, convex, circular",301-1,2015.4
2015-11-30T00:00:00Z,EM-1217,"Cream, convex, circular",301-2,2015.4
2015-11-30T00:00:00Z,EM-1217,"Cream, convex, circular",301-3,2015.4
2015-11-30T00:00:00Z,EM-1217,"Cream, convex, circular",304-1,2015.4
2015-11-30T00:00:00Z,EM-1217,"Cream, convex, circular",304-2,2015.4
2015-11-30T00:00:00Z,EM-1218,"Peach, convex, circular",301-2,2015.4
2015-11-30T00:00:00Z,EM-1219,"Pink, convex, circular",301-2,2015.4
2015-11-30T00:00:00Z,EM-1219,"Pink, convex, circular",301-2,2015.4
2015-11-30T00:00:00Z,EM-1219,"Pink, convex, circular",301-3,2015.4
2015-11-30T00:00:00Z,EM-1219,"Pink, convex, circular",301-3,2015.4
2015-11-30T00:00:00Z,EM-1219,"Pink, convex, circular",304-1,2015.4
2015-11-30T00:00:00Z,EM-1219,"Pink, convex, circular",304-2,2015.4
2015-11-30T00:00:00Z,EM-1219,"Pink, convex, circular",304-3,2015.4
2015-11-30T00:00:00Z,EM-1219,"Pink, convex, circular",304-5,2015.4
2015-04-30T00:00:00Z,EM-122 (M),"white, coton mold",304-2,2015.2
2015-11-30T00:00:00Z,EM-1220,"Yellow, bumpy, irregular",301-2,2015.4
2015-11-30T00:00:00Z,EM-1221,"Opaque, flat, expanding",301-1,2015.4
2015-11-30T00:00:00Z,EM-1222,"Cream, raised, wrinkled, irregular",301-1,2015.4
2015-11-30T00:00:00Z,EM-1223,"Tan, convex, circular",301-3,2015.4
2015-11-30T00:00:00Z,EM-1223,"Tan, convex, circular",304-5,2015.4
2015-11-30T00:00:00Z,EM-1224 (M),"Opaque mold, white fuzz",301-3,2015.4
2015-11-30T00:00:00Z,EM-1224 (M),"Opaque mold, white fuzz",304-1,2015.4
2015-11-30T00:00:00Z,EM-1224 (M),"Opaque mold, white fuzz",304-3,2015.4
2015-11-30T00:00:00Z,EM-1224 (M),"Opaque mold, white fuzz",304-4,2015.4
2015-11-30T00:00:00Z,EM-1224 (M),"Opaque mold, white fuzz",304-5,2015.4
2015-11-30T00:00:00Z,EM-1225,"White, convex, circular",301-3,2015.4
2015-11-30T00:00:00Z,EM-1225,"White, convex, circular",304-1,2015.4
2015-11-30T00:00:00Z,EM-1225,"White, convex, circular",304-2,2015.4
2015-11-30T00:00:00Z,EM-1225,"White, convex, circular",304-3,2015.4
2015-11-30T00:00:00Z,EM-1225,"White, convex, circular",304-4,2015.4
2015-11-30T00:00:00Z,EM-1225,"White, convex, circular",304-5,2015.4
2015-11-30T00:00:00Z,EM-1226 (M),"Tan mold, opaque border",301-1,2015.4
2015-11-30T00:00:00Z,EM-1226 (M),"Tan mold, opaque border",301-3,2015.4
2015-11-30T00:00:00Z,EM-1226 (M),"Tan mold, opaque border",304-1,2015.4
2015-11-30T00:00:00Z,EM-1226 (M),"Tan mold, opaque border",304-2,2015.4
2015-11-30T00:00:00Z,EM-1226 (M),"Tan mold, opaque border",304-3,2015.4
2015-11-30T00:00:00Z,EM-1227,"Translucent, flat, circular",304-2,2015.4
2015-11-30T00:00:00Z,EM-1227,"Translucent, flat, circular",304-4,2015.4
2015-11-30T00:00:00Z,EM-1228,"Translucent yellow, raised, circular",304-4,2015.4
2015-11-30T00:00:00Z,EM-1229 (M),"Peach mold, white fuzz",304-F2,2015.4
2015-04-30T00:00:00Z,EM-123 (M),"Opaque mold, white fuzz",311-1,2015.2
2015-11-30T00:00:00Z,EM-1230 (M),Opaque mold,304-2,2015.4
2015-11-30T00:00:00Z,EM-1230 (M),Opaque mold,304-4,2015.4
2015-05-01T00:00:00Z,EM-124,"cream, convex, irregular",305-2,2015.2
2015-05-01T00:00:00Z,EM-125,"White, raised, irregular",305-3,2015.2
2015-12-01T00:00:00Z,EM-1259,"Yellow, convex, circular",301-1,2015.4
2015-12-01T00:00:00Z,EM-1259,"Yellow, convex, circular",301-2,2015.4
2015-12-01T00:00:00Z,EM-1259,"Yellow, convex, circular",301-3,2015.4
2015-12-01T00:00:00Z,EM-1259,"Yellow, convex, circular",304-1,2015.4
2015-12-01T00:00:00Z,EM-1259,"Yellow, convex, circular",304-2,2015.4
2015-05-01T00:00:00Z,EM-126,"white, convex, circular",309-2,2015.2
2015-12-01T00:00:00Z,EM-1260,"White, flat, circular",301-1,2015.4
2015-12-01T00:00:00Z,EM-1260,"White, flat, circular",301-2,2015.4
2015-12-01T00:00:00Z,EM-1260,"White, flat, circular",301-3,2015.4
2015-12-01T00:00:00Z,EM-1260,"White, flat, circular",304-2,2015.4
2015-12-01T00:00:00Z,EM-1260,"White, flat, circular",304-3,2015.4
2015-12-01T00:00:00Z,EM-1260,"White, flat, circular",304-4,2015.4
2015-12-01T00:00:00Z,EM-1260,"White, flat, circular",304-5,2015.4
2015-12-01T00:00:00Z,EM-1261,"Cream, convex, circular",301-1,2015.4
2015-12-01T00:00:00Z,EM-1261,"Cream, convex, circular",301-2,2015.4
2015-12-01T00:00:00Z,EM-1261,"Cream, convex, circular",301-3,2015.4
2015-12-01T00:00:00Z,EM-1261,"Cream, convex, circular",301-T1,2015.4
2015-12-01T00:00:00Z,EM-1261,"Cream, convex, circular",304-1,2015.4
2015-12-01T00:00:00Z,EM-1261,"Cream, convex, circular",304-4,2015.4
2015-12-01T00:00:00Z,EM-1261,"Cream, convex, circular",304-5,2015.4
2015-12-01T00:00:00Z,EM-1262,"Yellow, raised, bumpy, irregular",301-1,2015.4
2015-12-01T00:00:00Z,EM-1262,"Yellow, raised, bumpy, irregular",301-3,2015.4
2015-12-01T00:00:00Z,EM-1263,"Yellow, irregular, wrinkled",301-1,2015.4
2015-12-01T00:00:00Z,EM-1264,"White, convex, circular",301-1,2015.4
2015-12-01T00:00:00Z,EM-1264,"White, convex, circular",301-2,2015.4
2015-12-01T00:00:00Z,EM-1264,"White, convex, circular",301-3,2015.4
2015-12-01T00:00:00Z,EM-1264,"White, convex, circular",301-F1,2015.4
2015-12-01T00:00:00Z,EM-1264,"White, convex, circular",304-1,2015.4
2015-12-01T00:00:00Z,EM-1264,"White, convex, circular",304-2,2015.4
2015-12-01T00:00:00Z,EM-1264,"White, convex, circular",304-3,2015.4
2015-12-01T00:00:00Z,EM-1264,"White, convex, circular",304-5,2015.4
2015-12-01T00:00:00Z,EM-1264,"White, convex, circular",304-F1,2015.4
2015-12-01T00:00:00Z,EM-1265,"White, raised, bumpy, irregular",301-2,2015.4
2015-12-01T00:00:00Z,EM-1266,"White, convex, circular, glossy",301-2,2015.4
2015-12-01T00:00:00Z,EM-1266,"White, convex, circular, glossy",301-3,2015.4
2015-12-01T00:00:00Z,EM-1267,"Tan, raised, irregular, bumpy",301-2,2015.4
2015-12-01T00:00:00Z,EM-1267,"Tan, raised, irregular, bumpy",304-5,2015.4
2015-12-01T00:00:00Z,EM-1268,"Orange, convex, circular",301-3,2015.4
2015-12-01T00:00:00Z,EM-1268,"Orange, convex, circular",304-2,2015.4
2015-12-01T00:00:00Z,EM-1269 (M),"Opaque mold, white fuzz",301-3,2015.4
